source_short_name,ontology_id,candidate_ontology_ids,label,label_group_ids,value_group_ids,device_group_ids,image_selectors,fallback_selectors,related_node_ids,visibility_mode,confidence,notes
SF-C,,[],SF-C,"[""svg_473""]",[],"[""svg_473""]","[""image[href*=\""SF-C\""]"",""image[xlink\\:href*=\""SF-C\""]"",""image[href*=\""SF-C\""]""]","[""g[data-filter=\""SF-C\""]"",""[short-name=\""SF-C\""]"",""[sname=\""SF-C\""]"",""[data-shortname=\""SF-C\""]"",""[data-point-short-name=\""SF-C\""]"",""[data-filter*=\""SF-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'SF-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""SF-C\\\""\""]""]","[""svg_473""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
SF-O,,[],SF-O,"[""svg_475""]",[],"[""svg_475""]","[""image[href*=\""SF-O\""]"",""image[xlink\\:href*=\""SF-O\""]"",""image[href*=\""SF-O\""]""]","[""g[data-filter=\""SF-O\""]"",""[short-name=\""SF-O\""]"",""[sname=\""SF-O\""]"",""[data-shortname=\""SF-O\""]"",""[data-point-short-name=\""SF-O\""]"",""[data-filter*=\""SF-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'SF-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""SF-O\\\""\""]""]","[""svg_475""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
GEF-S,,[],GEF-S,"[""svg_141""]",[],"[""svg_141""]","[""image[href*=\""GEF-S\""]"",""image[xlink\\:href*=\""GEF-S\""]"",""image[href*=\""GEF-S\""]""]","[""g[data-filter=\""GEF-S\""]"",""[short-name=\""GEF-S\""]"",""[sname=\""GEF-S\""]"",""[data-shortname=\""GEF-S\""]"",""[data-point-short-name=\""GEF-S\""]"",""[data-filter*=\""GEF-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'GEF-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""GEF-S\\\""\""]""]","[""svg_141""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
GEF-C,,[],GEF-C,"[""svg_145""]",[],"[""svg_145""]","[""image[href*=\""GEF-C\""]"",""image[xlink\\:href*=\""GEF-C\""]"",""image[href*=\""GEF-C\""]""]","[""g[data-filter=\""GEF-C\""]"",""[short-name=\""GEF-C\""]"",""[sname=\""GEF-C\""]"",""[data-shortname=\""GEF-C\""]"",""[data-point-short-name=\""GEF-C\""]"",""[data-filter*=\""GEF-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'GEF-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""GEF-C\\\""\""]""]","[""svg_145""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-T,,[],RA-T,[],[],[],"[""image[href*=\""RA-T\""]"",""image[xlink\\:href*=\""RA-T\""]"",""image[href*=\""RA-T\""]""]","[""g[data-filter=\""RA-T\""]"",""[short-name=\""RA-T\""]"",""[sname=\""RA-T\""]"",""[data-shortname=\""RA-T\""]"",""[data-point-short-name=\""RA-T\""]"",""[data-filter*=\""RA-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-T\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAT-SP,,[],RAT-SP,[],[],[],"[""image[href*=\""RAT-SP\""]"",""image[xlink\\:href*=\""RAT-SP\""]"",""image[href*=\""RAT-SP\""]""]","[""g[data-filter=\""RAT-SP\""]"",""[short-name=\""RAT-SP\""]"",""[sname=\""RAT-SP\""]"",""[data-shortname=\""RAT-SP\""]"",""[data-point-short-name=\""RAT-SP\""]"",""[data-filter*=\""RAT-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAT-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAT-SP\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-H,,[],RA-H,[],[],[],"[""image[href*=\""RA-H\""]"",""image[xlink\\:href*=\""RA-H\""]"",""image[href*=\""RA-H\""]""]","[""g[data-filter=\""RA-H\""]"",""[short-name=\""RA-H\""]"",""[sname=\""RA-H\""]"",""[data-shortname=\""RA-H\""]"",""[data-point-short-name=\""RA-H\""]"",""[data-filter*=\""RA-H\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-H'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-H\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAH-SP,,[],RAH-SP,[],[],[],"[""image[href*=\""RAH-SP\""]"",""image[xlink\\:href*=\""RAH-SP\""]"",""image[href*=\""RAH-SP\""]""]","[""g[data-filter=\""RAH-SP\""]"",""[short-name=\""RAH-SP\""]"",""[sname=\""RAH-SP\""]"",""[data-shortname=\""RAH-SP\""]"",""[data-point-short-name=\""RAH-SP\""]"",""[data-filter*=\""RAH-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAH-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAH-SP\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-P,,[],RA-P,[],[],[],"[""image[href*=\""RA-P\""]"",""image[xlink\\:href*=\""RA-P\""]"",""image[href*=\""RA-P\""]""]","[""g[data-filter=\""RA-P\""]"",""[short-name=\""RA-P\""]"",""[sname=\""RA-P\""]"",""[data-shortname=\""RA-P\""]"",""[data-point-short-name=\""RA-P\""]"",""[data-filter*=\""RA-P\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-P'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-P\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAP-SP,,[],RAP-SP,[],[],[],"[""image[href*=\""RAP-SP\""]"",""image[xlink\\:href*=\""RAP-SP\""]"",""image[href*=\""RAP-SP\""]""]","[""g[data-filter=\""RAP-SP\""]"",""[short-name=\""RAP-SP\""]"",""[sname=\""RAP-SP\""]"",""[data-shortname=\""RAP-SP\""]"",""[data-point-short-name=\""RAP-SP\""]"",""[data-filter*=\""RAP-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAP-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAP-SP\\\""\""]""]",[],hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
